#"Calibrated Arclamps Observed with NIRSPEC (R=25,000):  0.95 - 2.62 microns",,,,,,,,
#,,,,,,,,
#Wavelength (A in vac),Arc Lamp,Counts (0.25sx15),Line ID Reference, ,Echelle Order,,Broadband Filter,
21338.71,Ar,2740,"Outred, M. J.Phys. Chem Ref. Data, Vol. 7, No. 1 1978",,,,,
21378.89,Xe,1240,NIST,,,,,
21420.94,Ne,280,NIST,,,,,
21427.88,Ne,280,NIST,,,,,
21444.21,Kr,470,"Outred, M. J.Phys. Chem Ref. Data, Vol. 7, No. 1 1978",,,,,
21475.96,Xe,8540,NIST,,,Order 35,,
21509.62,Ne,400,NIST,,,,,
21540.08,Ar,10050,NIST,,,,,
21582.41,Ne,290,NIST,,,,,
21585.76,Ne,330,NIST,,,,,
21714.04,Ne,12900,NIST,,,,,
21908.51,Kr,190700,NIST,,,,,
22045.58,Ar,1970,NIST,,Order 34,,,
22083.21,Ar,8220,NIST,,,,,
22177.29,Ne,300,NIST,,,,,
22253.43,Ne,3850,NIST,,,,,
22275.9,Xe,340,NIST,,,,,
22392.5,Xe,320,NIST,,,,,
22412.9,Xe,1000,NIST,,,,,
22434.27,Ne,4140,NIST,,,,,
22472.92,Ne,1500,NIST,,,,,
22491.90,Kr,7160,NIST,,,,,
22536.53,Ne,24000,NIST,,,,,
22624.5,Xe,700,NIST,,,,,
22667.97,Ne,2180,NIST,,,Order 33,,
22693.96,Ne,370,NIST,,,,,
22884.08,Xe,240,ISAAC List,,,,,
22971.1,Xe,390,NIST,,,,,
23079.8,Xe,300,NIST,,,,,
23106.78,Ne,9390,NIST,,,,,
23139.51,Ar,11600,NIST,,,,,
23198,Xe,38850,NIST,,,,,
23259.1,Xe,520,NIST,,,,,
23266.62,Ne,8800,NIST,,,,,
23285.9,Xe,1740,NIST,,,,,
23346.79,Kr,7465,NIST,,Order 32,,,
23379.34,Ne,12000,NIST,,,,,
23508.90,Kr,1780,NIST,,,,,
23571.76,Ne,8020,NIST,,,,,
23642.93,Ne,48700,NIST,,,,,
23708.13,Ne,2520,NIST,,,,,
23715.60,Ne,13100,NIST,,,,,
23803.0,Xe,510,NIST,,,,,
23851.54,Ar,7000,NIST,,,,,
23918.54,Ne,525,NIST,,,,,
23957.93,Ne,37000,NIST,,,,,
23962.96,Ne,13750,NIST,,,,,
23973.06,Ar,9800,NIST,,,,,
23978.37,Ne,730,NIST,,,,,
23984.70,Ne,12700,NIST,,,,,
24105.15,Ne,1220,NIST,,,Order 31,,
24156.49,Ne,400,NIST,,,,,
24168.03,Ne,2250,NIST,,,,,
24225.54,Ne,350,NIST,,,,,
24256.22,Ne,6000,NIST,,,,,
24267.18,Kr,4320,NIST,,,,,
24298.90,Kr,5190,NIST,,,,,
24316.42,Ne,350,NIST,,,,,
24371.66,Ne,10500,NIST,,,,,
24378.26,Ne,4890,NIST,,,,,
24390.01,Ne,370,NIST,,,,,
24450.3,Xe,1660,NIST,,,,,
24454.53,Ne,2900,NIST,,,,,
24459.78,Ne,630,NIST,,,,,
24466.07,Ne,5620,NIST,,,,,
24471.61,Ne,630,NIST,,,,,
24532.50,Ne,370,NIST,,,,,
24709.0,Xe,570,NIST,,,,,
24775.39,Kr,1650,NIST,,,,,
24783.25,Ne,2360,NIST,,,,,
24832.2,Xe,47600,NIST,,,,,
24910.52,Ne,880,NIST,,Order 30,,,
24935.70,Ne,2520,NIST,,,,,
25006.63,Ne,200,NIST,,,,,
25132.13,Ar,2350,U Kentucky,,,,,
25152.8,Xe,1700,NIST,,,,,
25166.3,Xe,1000,NIST,,,,,
25168.57,Ne,2200,NIST,,,,,
25234.82,Ne,600,NIST,,,,,
25240.75,Kr,20000,NIST,,,,,
25284.13,Ne,430,NIST,,,,,
25400.12,Ne,750,NIST,,,,,
25419.7,Xe,390,NIST,,,,,
25494.60,Ar,580,U Kentucky,,,,,
25512.19,Ar,1500,U Kentucky,,,,,
25531.30,Ne,8650,NIST,,,,,
25668.02,Ar,790,U Kentucky,,,,,
25794.01,Ne,330,NIST,,,Order 29,,
25855.94,Kr,630,NIST,,,,,
26027.8,Xe,240,NIST,,,,,
26050.6,Xe,320,NIST,,,,,
26270,Kr,560,,,,,,
26275.9,Xe,23500,NIST,,,,,
